Name,Main story duration,Duration hrs
Ninja Gaiden II,14 Hours,14.0
Ninja Gaiden Sigma 2,11 Hours,11.0
Ninja Gaiden Black,16.5 Hours,16.5
Ninja Gaiden III: The Ancient Ship of Doom,2 Hours,2.0
Ninja Gaiden II: The Dark Sword of Chaos,2 Hours,2.0
Yaiba: Ninja Gaiden Z,6 Hours,6.0
Ninja Gaiden 3,7 Hours,7.0
Ninja Gaiden Dragon Sword,5.5 Hours,5.5
Ninja Gaiden Shadow,57 Mins,0.95
Bayonetta,11.5 Hours,11.5
Bayonetta 2,9 Hours,9.0
Bayonetta 3,--,
8-Bit Bayonetta,16 Mins,0.26666666666666666
The Lord of the Rings: The Fellowship of the Ring,5.5 Hours,5.5
SpongeBob SquarePants: Revenge of the Flying Dutchman,5 Hours,5.0
LEGO Dimensions,13.5 Hours,13.5
LEGO Jurassic World,10.5 Hours,10.5
One Piece: Pirate Warriors 3,16 Hours,16.0
One Piece: Pirate Warriors 4,15.5 Hours,15.5
One Piece: Pirate Warriors 2,16 Hours,16.0
One Piece: Pirate Warriors,9 Hours,9.0
Mission: Impossible,9 Hours,9.0
Mission: Impossible (NES),10 Hours,10.0
Mission: Impossible - Operation Surma,7.5 Hours,7.5
Sunset Overdrive,10 Hours,10.0
Sunset Overdrive: Dawn of the Rise of the Fallen Machines DLC,1.5 Hours,1.5
Sunset Overdrive: The Mystery of Mooil Rig DLC,1 Hours,1.0
Kaboom!,15 Mins,0.25
Doraemon,--,
Doraemon: Story of Seasons,50.5 Hours,50.5
Doraemon: Giga Zombie No Gyakushuu,--,
Action Bass,4 Hours,4.0
Tenchu: Wrath of Heaven,8.5 Hours,8.5
Commando,35 Mins,0.5833333333333334
Star Wars: Republic Commando,9 Hours,9.0
Commandos 2: Men of Courage,21 Hours,21.0
Ratchet & Clank: Going Commando,13.5 Hours,13.5
Commandos: Behind Enemy Lines,23.5 Hours,23.5
Bionic Commando,2.5 Hours,2.5
Commandos 3: Destination Berlin,13 Hours,13.0
Bionic Commando Rearmed,5 Hours,5.0
Commandos: Beyond the Call of Duty,12 Hours,12.0
Commando Jack,3.5 Hours,3.5
Bionic Commando Rearmed 2,5 Hours,5.0
Captain Commando,45 Mins,0.75
Chernobyl Commando,3 Hours,3.0
Bionic Commando: Elite Forces,3.5 Hours,3.5
Kick Ass Commandos,3.5 Hours,3.5
The Royal Marines Commando,1.5 Hours,1.5
Spec Ops: Airborne Commando,--,
Time Commando,4 Hours,4.0
Iron Commando: Koutetsu no Senshi,1.5 Hours,1.5
Transformers: The Game,6 Hours,6.0
Transformers: Prime - The Game,4 Hours,4.0
Castlevania: Lords of Shadow,18 Hours,18.0
Castlevania: Lords of Shadow - Ultimate Edition,19 Hours,19.0
Castlevania: Lords of Shadow 2,15 Hours,15.0
Castlevania: Lords of Shadow - Mirror of Fate,8.5 Hours,8.5
Castlevania: Lords of Shadow - Reverie DLC,1.5 Hours,1.5
Castlevania: Lords of Shadow - Resurrection DLC,1.5 Hours,1.5
Castlevania: Lords of Shadow 2 - Revelations DLC,2.5 Hours,2.5
Bully: Scholarship Edition,14.5 Hours,14.5
The Godfather: The Game,13.5 Hours,13.5
The Godfather II,12 Hours,12.0
The Godfather: Mob Wars,5.5 Hours,5.5
American McGee's Grimm: Episode 06 - Godfather Death,39 Mins,0.65
Dante's Inferno,8 Hours,8.0
Dante's Inferno: Dark Forest,24 Mins,0.4
Disney's Lilo & Stitch,1.5 Hours,1.5
Hulk,5 Hours,5.0
Space Hulk: Deathwing - Enhanced Edition,9 Hours,9.0
Space Hulk Ascension,21 Hours,21.0
Space Hulk,9.5 Hours,9.5
Space Hulk: Deathwing,8.5 Hours,8.5
The Incredible Hulk: Ultimate Destruction,9.5 Hours,9.5
The Incredible Hulk,1.5 Hours,1.5
Space Hulk: Vengeance of the Blood Angels,--,
Space Hulk: Tactics,9.5 Hours,9.5
The Incredible Hulk: The Pantheon Saga,--,
The Hulk,--,
Darksiders,17 Hours,17.0
Darksiders II: Deathinitive Edition,19.5 Hours,19.5
Darksiders III,14 Hours,14.0
Darksiders: Genesis,14 Hours,14.0
Darksiders II,21.5 Hours,21.5
Darksiders III - Keepers of the Void,4 Hours,4.0
Darksiders III - The Crucible,1.5 Hours,1.5
Darksiders II: Abyssal Forge DLC,1.5 Hours,1.5
Darksiders II: Argul's Tomb DLC,1.5 Hours,1.5
Darksiders II: The Demon Lord Belial DLC,1 Hours,1.0
Disney Universe,11.5 Hours,11.5
Nioh,35.5 Hours,35.5
Nioh: Complete Edition,44.5 Hours,44.5
Nioh 2: Complete Edition,44.5 Hours,44.5
Nioh 2,44.5 Hours,44.5
Nioh 2 - The Tengu's Disciple,5.5 Hours,5.5
Nioh 2 - Darkness in the Capital,5 Hours,5.0
Nioh 2 - The First Samurai,3.5 Hours,3.5
Nioh - Dragon of the North DLC,7.5 Hours,7.5
Nioh - Defiant Honor DLC,5 Hours,5.0
Nioh - Bloodshed's End DLC,5.5 Hours,5.5
Guinness World Records: The Videogame,5 Hours,5.0
The Lost World: Jurassic Park,--,
LEGO Marvel's Avengers,8.5 Hours,8.5
The Bouncer,1.5 Hours,1.5
Brutal Legend,9 Hours,9.0
Shinobi,8 Hours,8.0
Shinobi (Game Gear),2 Hours,2.0
Naruto to Boruto: Shinobi Striker,6 Hours,6.0
Shinobi III: Return of the Ninja Master,2.5 Hours,2.5
The Revenge of Shinobi,3.5 Hours,3.5
Shinobi Legions,1 Hours,1.0
Naruto: Ninja Destiny,1 Hours,1.0
Within the Blade,3 Hours,3.0
Shinobido: Way of the Ninja,12 Hours,12.0
Naruto Shippuden: Ninja Destiny 2,54 Mins,0.9
Shinobi II: The Silent Fury,2 Hours,2.0
Shinobido: Tales of the Ninja,--,
Shinobido 2: Revenge of Zen,9 Hours,9.0
The Cyber Shinobi,1.5 Hours,1.5
Naruto Shippuden: Shinobi Rumble,1.5 Hours,1.5
Chess Knights: Shinobi,--,
Ben 10: Alien Force,5.5 Hours,5.5
LEGO Batman 3: Beyond Gotham,10.5 Hours,10.5
Castlevania: Lament of Innocence,8 Hours,8.0
Bully,15 Hours,15.0
The Ant Bully,4 Hours,4.0
Bully Beatdown,1.5 Hours,1.5
Teenage Mutant Ninja Turtles,3.5 Hours,3.5
Teenage Mutant Ninja Turtles: Turtles in Time,1 Hours,1.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,8.5 Hours,8.5
Teenage Mutant Ninja Turtles: Mutants in Manhattan,4.5 Hours,4.5
Teenage Mutant Ninja Turtles: The Hyperstone Heist,1 Hours,1.0
TMNT,5 Hours,5.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,5 Hours,5.0
Teenage Mutant Ninja Turtles: Shredder's Revenge,--,
Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled,2 Hours,2.0
Teenage Mutant Ninja Turtles: Fall of the Foot Clan,35 Mins,0.5833333333333334
Teenage Mutant Ninja Turtles: Mutant Melee,5 Hours,5.0
Teenage Mutant Ninja Turtles: Tournament Fighters (SNES),35 Mins,0.5833333333333334
Teenage Mutant Ninja Turtles: Smash-Up,28 Mins,0.4666666666666667
Teenage Mutant Ninja Turtles: Out of the Shadows,6 Hours,6.0
Teenage Mutant Ninja Turtles II: Back from the Sewers,1.5 Hours,1.5
SpongeBob SquarePants: The Yellow Avenger,7 Hours,7.0
Dynasty Warriors 7,23 Hours,23.0
Dynasty Warriors 7: Empires,7.5 Hours,7.5
Dynasty Warriors 7: Xtreme Legends,10.5 Hours,10.5
James Cameron's Avatar: The Game,8 Hours,8.0
3Xtreme,1 Hours,1.0
Resident Evil: Revelations,8.5 Hours,8.5
Fortnite,67.5 Hours,67.5
Warriors Orochi,6.5 Hours,6.5
Warriors Orochi 4 Ultimate,35.5 Hours,35.5
Warriors Orochi 3 Ultimate,45.5 Hours,45.5
Warriors Orochi 3,28 Hours,28.0
Warriors Orochi 4,16 Hours,16.0
Warriors Orochi 2,17.5 Hours,17.5
Warriors Orochi 3 Hyper,10.5 Hours,10.5
Ghostbusters: The Video Game,8 Hours,8.0
Ghostbusters: The Video Game - Remastered,7.5 Hours,7.5
Army Men: Air Attack,8 Hours,8.0
Army Men: Air Attack 2,4 Hours,4.0
Thief,11 Hours,11.0
Thief Gold,20 Hours,20.0
Thief II: The Metal Age,21 Hours,21.0
Thief: Deadly Shadows,16.5 Hours,16.5
The Raven: Legacy of a Master Thief,11 Hours,11.0
Thief Simulator,12.5 Hours,12.5
Rhythm Thief & the Emperor's Treasure,7.5 Hours,7.5
Thief: The Dark Project,13 Hours,13.0
Thief of Thieves: Season One,5 Hours,5.0
Thief Simulator VR,--,
The Raven: Legacy of a Master Thief - Chapter I,5.5 Hours,5.5
Gnomes Garden 3: The thief of castles,--,
Tiny Thief,4.5 Hours,4.5
The Bard's Tale III: Thief of Fate,50 Hours,50.0
Percy Jackson and the Olympians: The Lightning Thief,6 Hours,6.0
Phantom Thief Celianna,--,
Mini Thief,2.5 Hours,2.5
Thief 2X: Shadows of the Metal Age,13 Hours,13.0
Disney Infinity 3.0,5 Hours,5.0
Disney Infinity 3.0: Gold Edition,--,
Disney Infinity 3.0: Rise Against the Empire,6 Hours,6.0
Disney Infinity 3.0: Twilight of the Republic,4.5 Hours,4.5
Disney Infinity 3.0: Finding Dory,3 Hours,3.0
Disney Infinity 3.0: Marvel Battlegrounds,1.5 Hours,1.5
Disney Infinity 3.0: Inside Out,2 Hours,2.0
Disney Infinity 3.0: Toy Box Takeover,4 Hours,4.0
Disney Infinity 3.0: The Force Awakens,--,
Rampage World Tour,3.5 Hours,3.5
ZombiU,12 Hours,12.0
Dynasty Warriors 2,7.5 Hours,7.5
Dynasty Warriors: Gundam 2,40 Hours,40.0
Dynasty Warriors Vol. 2,2 Hours,2.0
Dynasty Warriors: Strikeforce 2,--,
Custer's Revenge,--,
Star Wars: The Clone Wars - Republic Heroes,6 Hours,6.0
Alien,--,
Alien: Isolation,18.5 Hours,18.5
Aliens: Fireteam Elite,8 Hours,8.0
Aliens vs. Predator,8.5 Hours,8.5
Bit.Trip Presents Runner 2: Future Legend of Rhythm Alien,6.5 Hours,6.5
Alien Breed 2: Assault,5.5 Hours,5.5
Alien Swarm: Reactive Drop,6 Hours,6.0
Aliens Versus Predator Classic 2000,6 Hours,6.0
Alien Breed: Impact,5.5 Hours,5.5
Alien Shooter,2 Hours,2.0
Alien Rage,6.5 Hours,6.5
Contra III: The Alien Wars,1.5 Hours,1.5
Aliens: Colonial Marines,7 Hours,7.0
Alien Breed 3: Descent,5 Hours,5.0
Alien Shooter 2: Reloaded,5 Hours,5.0
Alien Spidy,16.5 Hours,16.5
Super Mutant Alien Assault,53 Mins,0.8833333333333333
Blake Stone: Aliens of Gold,7 Hours,7.0
Code Name: S.T.E.A.M.,21.5 Hours,21.5
Prototype 2,10 Hours,10.0
Soldner-X 2: Final Prototype,3.5 Hours,3.5
Soldner-X 2: Final Prototype - The Last Chapter,57 Mins,0.95
MadWorld,5 Hours,5.0
Star Wars: The Clone Wars - Jedi Alliance,6.5 Hours,6.5
Hitman,10.5 Hours,10.5
Hitman 2,10 Hours,10.0
Hitman 3,8 Hours,8.0
Hitman: Blood Money,12 Hours,12.0
Hitman: Codename 47,11 Hours,11.0
Hitman: Contracts,10 Hours,10.0
Hitman Trilogy,19 Hours,19.0
Hitman GO,5 Hours,5.0
Hitman - Patient Zero,2.5 Hours,2.5
Hitman - Episode 1: Paris,2 Hours,2.0
Hitman - Episode 2: Sapienza,1.5 Hours,1.5
Hitman - Episode 6: Hokkaido,1 Hours,1.0
Hitman 2 - Expansion Pass,2 Hours,2.0
Hitman - Episode 3: Marrakesh,1 Hours,1.0
Hitman - Episode 4: Bangkok,55 Mins,0.9166666666666666
Hitman - Episode 5: Colorado,1.5 Hours,1.5
Air Raid,--,
Enemy Front: Raid on St. Nazaire,23 Mins,0.38333333333333336
Air Raid Over Britain,--,
Air Raiders,--,
Air Raid 3,--,
Crystal Castles,15 Mins,0.25
Star Wars Episode II: Attack of the Clones,4.5 Hours,4.5
Mercenaries: Playground of Destruction,19 Hours,19.0
Harry Potter and the Half-Blood Prince,5 Hours,5.0
True Crime: New York City,7 Hours,7.0
Quantum Break,10 Hours,10.0
Genji: Days of the Blade,12.5 Hours,12.5
Shark Tale,4 Hours,4.0
The Lord of the Rings: Conquest,6 Hours,6.0
Madagascar: Escape 2 Africa,6.5 Hours,6.5
Pirates of the Caribbean: At World's End,6 Hours,6.0
Beyblade VForce: Ultimate Blader Jam,2 Hours,2.0
God Eater: Resurrection,32 Hours,32.0
God Eater 2: Rage Burst,56 Hours,56.0
God Eater 3,23 Hours,23.0
God Eater,40.5 Hours,40.5
God Eater 2,21 Hours,21.0
Indiana Jones and the Staff of Kings,7.5 Hours,7.5
Fear Effect,7 Hours,7.0
Fear Effect Sedna,7 Hours,7.0
Fear Effect 2: Retro Helix,8 Hours,8.0
Scooby-Doo 2: Monsters Unleashed,1.5 Hours,1.5
Power Rangers: Dino Thunder,3 Hours,3.0
Blast Corps,9.5 Hours,9.5
Dynasty Warriors 6,15.5 Hours,15.5
Dynasty Warriors 6: Empires,12 Hours,12.0
Star Wars: Obi-Wan,6.5 Hours,6.5
F-14 Tomcat,5 Hours,5.0
Fleet Defender: The F-14 Tomcat Simulation,--,
Tomcat: The F-14 Fighter Simulator,--,
James Bond 007: Blood Stone,6 Hours,6.0
Transformers: Revenge of the Fallen,7 Hours,7.0
Transformers: Revenge of the Fallen - Autobots,--,
Transformers: Revenge of the Fallen - Decepticons,--,
Mafia,16 Hours,16.0
Mafia: Definitive Edition,10.5 Hours,10.5
New York Mysteries: Secrets of the Mafia,4 Hours,4.0
OZMAFIA!!,11 Hours,11.0
Whiskey.Mafia. Leo's Family,--,
Doodle Mafia,4 Hours,4.0
Co-Co CORN MAFIA,--,
Mafia Gambling,--,
Mafia: The City of Lost Heaven - Mission Pack,--,
Mario + Rabbids Kingdom Battle - Donkey Kong Adventure,7 Hours,7.0
King Kong 2: Ikari no Megaton Punch,--,
Mortal Kombat: Shaolin Monks,7 Hours,7.0
Prince of Persia: The Forgotten Sands,8 Hours,8.0
Shrek the Third,3 Hours,3.0
Star Wars: Masters of Teras Kasi,21 Mins,0.35
Iron Man,4.5 Hours,4.5
Marvel's Iron Man VR,7.5 Hours,7.5
Ivan 'Ironman' Stewart's Super Off Road,58 Mins,0.9666666666666667
Iron Tank: The Invasion of Normandy,1 Hours,1.0
Iron Man 2,5 Hours,5.0
Iron Man and X-O Manowar in Heavy Metal,3.5 Hours,3.5
Iron Warriors: T-72 Tank Commander,--,
The Invincible Iron Man,--,
Lollipop Chainsaw,6.5 Hours,6.5
Diablo III: Eternal Collection,20 Hours,20.0
Spice World,30 Mins,0.5
"A World of Keflings - Sugar, Spice and Not So Nice",1.5 Hours,1.5
Adventures of Tron,--,
The Misadventures of Tron Bonne,7.5 Hours,7.5
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,5 Hours,5.0
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,3.5 Hours,3.5
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,3 Hours,3.0
Keystone Kapers,15 Mins,0.25
Fist of the North Star: Ken's Rage,14 Hours,14.0
Fist of the North Star: Ken's Rage 2,16 Hours,16.0
Shrek: Hassle at the Castle,2 Hours,2.0
Gods Eater Burst,40.5 Hours,40.5
Sengoku Basara: Samurai Heroes,10 Hours,10.0
Real Heroes: Firefighter,3 Hours,3.0
X2: Wolverine's Revenge,9 Hours,9.0
Onimusha: Dawn of Dreams,18 Hours,18.0
Crash of the Titans,7 Hours,7.0
Nightmare Creatures,6.5 Hours,6.5
Nightmare Creatures II,5 Hours,5.0
X-Man,--,
Viewtiful Joe,8 Hours,8.0
Viewtiful Joe 2,7.5 Hours,7.5
Viewtiful Joe: Red Hot Rumble,--,
Viewtiful Joe: Double Trouble!,5 Hours,5.0
Halloween,15 Mins,0.25
Alien Carnage,3 Hours,3.0
Evil Pumpkin: The Lost Halloween,10 Hours,10.0
Halloween Racer,50 Mins,0.8333333333333334
Radiation's Halloween Hack: Bad Fur Day Edition,--,
Little SpiderS Halloween,38 Mins,0.6333333333333333
Hentai Energy: Halloween,--,
GraFi Halloween,--,
Haunted: Halloween '86 - Curse of Possum Hollow,--,
Halloween Girl,--,
Witch Halloween,--,
Savage Halloween,5.5 Hours,5.5
Hooligan Vasja: Halloween,--,
Sakura Halloween,52 Mins,0.8666666666666667
Baby Felix Halloween,47 Mins,0.7833333333333333
Halloween Forever,1.5 Hours,1.5
Anime Babes: Hentai Halloween,15 Mins,0.25
Halloween Otome,2.5 Hours,2.5
HAUNTED: Halloween '85,58 Mins,0.9666666666666667
aMAZE Halloween,15 Mins,0.25
Dragon Ball Z: Buu's Fury,11 Hours,11.0
Spider-Man: Mysterio's Menace,1.5 Hours,1.5
Jaws Unleashed,4.5 Hours,4.5
Transformers: War for Cybertron,8.5 Hours,8.5
Smurf: Rescue in Gargamel's Castle,15 Mins,0.25
Barbie: Race & Ride,--,
Naruto: The Broken Bond,16.5 Hours,16.5
Spongebob Squarepants featuring Nicktoons: Globs of Doom,5.5 Hours,5.5
Lost: Via Domus,5.5 Hours,5.5
Terminator 3: Rise of the Machines,4 Hours,4.0
Legacy of Kain: Defiance,12 Hours,12.0
Disgaea 6: Defiance of Destiny,26 Hours,26.0
Asura's Wrath: Episode 15.5 - Defiance,15 Mins,0.25
Call of Duty: Modern Warfare 3 - Defiance,4 Hours,4.0
Otem's Defiance,--,
Boss Defiance,--,
Tom Clancy's H.A.W.X 2,8 Hours,8.0
Tenchu 2: Birth of the Stealth Assassins,9.5 Hours,9.5
Naruto: Uzumaki Chronicles 2,17.5 Hours,17.5
The LEGO Ninjago Movie Videogame,6.5 Hours,6.5
Spyro Orange: The Cortex Conspiracy,4.5 Hours,4.5
Bob the Builder: Can We Fix It?,40 Mins,0.6666666666666666
Army Men: Sarge's Heroes,8 Hours,8.0
Army Men: Sarge's Heroes 2,6 Hours,6.0
Batman Begins,7.5 Hours,7.5
Enslaved: Odyssey to the West,9 Hours,9.0
Enslaved: Odyssey to the West - Pigsy's Perfect 10 DLC,3 Hours,3.0
No More Heroes,10.5 Hours,10.5
No More Heroes 2: Desperate Struggle,8 Hours,8.0
No More Heroes III,12.5 Hours,12.5
Travis Strikes Again: No More Heroes - Complete Edition,9.5 Hours,9.5
Travis Strikes Again: No More Heroes,9.5 Hours,9.5
No More Heroes: Heroes' Paradise,13.5 Hours,13.5
Travis Strikes Again: No More Heroes - Black Dandelion,50 Mins,0.8333333333333334
Travis Strikes Again: No More Heroes - Bubblegum Fatale,1.5 Hours,1.5
Extermination,35 Mins,0.5833333333333334
Extermination Day,6.5 Hours,6.5
ZAMB! Biomutant Extermination,--,
Super Robot Taisen OG Saga: Endless Frontier,32.5 Hours,32.5
Super Robot Taisen OG Saga: Endless Frontier Exceed,42 Hours,42.0
Super Robot Taisen OG Saga: Masou Kishin II - Revelation of Evil God,16.5 Hours,16.5
Super Robot Taisen OG Saga: Masou Kishin F - Coffin of the End,--,
Super Robot Taisen Gaiden: Masou Kishin - The Lord of Elemental,--,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,22.5 Hours,22.5
Super Robot Taisen OG Saga: Masou Kishin - The Lord of Elemental,--,
Enforcer: Police Crime Action,10.5 Hours,10.5
Task Force 1942: Surface Naval Action in the South Pacific,--,
Gauntlet Legends,38.5 Hours,38.5
Harry Potter and the Deathly Hallows - Part 1,5 Hours,5.0
G-Force,8.5 Hours,8.5
Burnout Revenge,17 Hours,17.0
How to Train Your Dragon,8 Hours,8.0
How to Train Your Dragon 2: The Game,4 Hours,4.0
Oni,10 Hours,10.0
Xenoblade Chronicles: Definitive Edition,51.5 Hours,51.5
Xenoblade Chronicles 2,64 Hours,64.0
Sonic Mania,5.5 Hours,5.5
Sonic Generations,5.5 Hours,5.5
Valkyria Chronicles,31 Hours,31.0
Tales of Symphonia,47 Hours,47.0
Sonic Adventure DX,9.5 Hours,9.5
Valkyria Chronicles 4,37 Hours,37.0
Sonic Adventure 2,9 Hours,9.0
Deponia: The Complete Journey,26.5 Hours,26.5
Kingdoms of Amalur: Re-Reckoning,20.5 Hours,20.5
Sonic & All-Stars Racing Transformed,7.5 Hours,7.5
Deponia,8 Hours,8.0
Sonic CD,2 Hours,2.0
Sonic the Hedgehog 4: Episode 1,2.5 Hours,2.5
Sonic Forces,4 Hours,4.0
Xenoblade Chronicles 3,--,
Sonic the Hedgehog,2 Hours,2.0
The Warriors,11 Hours,11.0
King's Bounty: Warriors of the North,56 Hours,56.0
Dominions 5: Warriors of the Faith,40 Hours,40.0
Darkstalkers: The Night Warriors,54 Mins,0.9
The Ninja Saviors: Return of the Warriors,2 Hours,2.0
Super Blackjack Battle 2 Turbo Edition - The Card Warriors,1.5 Hours,1.5
Arslan: The Warriors of Legend,8.5 Hours,8.5
Dungeons & Dragons: Warriors of the Eternal Sun,14.5 Hours,14.5
The Ninja Warriors,36 Mins,0.6
Call of the Mighty Warriors,--,
King's Bounty: Warriors of the North - Ice and Fire DLC,--,
Untold Legends: The Warrior's Code,22.5 Hours,22.5
Wizards & Warriors X: The Fortress of Fear,2 Hours,2.0
The Chosen Warriors,--,
Miracle Warriors: Seal of the Dark Lord,13.5 Hours,13.5
Ikari III: The Rescue,49 Mins,0.8166666666666667
Warriors of the Nile,--,
Silent Hill: Origins,6 Hours,6.0
Way of the Samurai 3,5.5 Hours,5.5
Way of the Samurai,4.5 Hours,4.5
Way of the Samurai 4,11 Hours,11.0
Way of the Samurai 2,5 Hours,5.0
Katana Kami: A Way of the Samurai Story,60 Hours,60.0
Lair,8.5 Hours,8.5
Yooka-Laylee and the Impossible Lair,13 Hours,13.0
Blair Witch,5 Hours,5.0
Tales of Monkey Island: Chapter 3 - Lair of the Leviathan,3 Hours,3.0
Claire: Extended Cut,3 Hours,3.0
Lair of the Clockwork God,8.5 Hours,8.5
Mass Effect 2: Lair of the Shadow Broker DLC,2 Hours,2.0
Dragon's Lair,1 Hours,1.0
Treasure Hunter Claire,--,
Wonder Boy III: Monster Lair,1.5 Hours,1.5
Master of the Monster Lair,15 Hours,15.0
Jurassic World Evolution: Claire's Sanctuary,6.5 Hours,6.5
Dragon's Lair II: Time Warp,1 Hours,1.0
Dragon's Lair 3D: Return to the Lair,4 Hours,4.0
Ni no Kuni II: Revenant Kingdom - Lair of the Lost Lord,--,
The Elder Scrolls IV: Vile Lair,5 Mins,0.08333333333333333
Blair Witch Volume 1: Rustin Parr,6.5 Hours,6.5
Blair Witch Volume 3: The Elly Kedward Tale,2 Hours,2.0
Blair Witch Volume 2: The Legend of Coffin Rock,3.5 Hours,3.5
Claire De Lune,6 Hours,6.0
Dishonored,12 Hours,12.0
Dishonored: Death of the Outsider,6.5 Hours,6.5
Dishonored: Definitive Edition,12.5 Hours,12.5
Dishonored: The Knife of Dunwall,4 Hours,4.0
Dishonored: The Brigmore Witches,3.5 Hours,3.5
Dishonored: Dunwall City Trials,3.5 Hours,3.5
Dynasty Warriors,3.5 Hours,3.5
Dynasty Warriors 8: Xtreme Legends - Complete Edition,18 Hours,18.0
Dynasty Warriors 9: Empires,5 Hours,5.0
Dynasty Warriors 8: Empires,13 Hours,13.0
Dynasty Warriors 9,33 Hours,33.0
Dynasty Warriors Next,20 Hours,20.0
Dynasty Warriors 8,23 Hours,23.0
Dynasty Warriors: Gundam,7.5 Hours,7.5
Fire Emblem Warriors,12.5 Hours,12.5
Fire Emblem Warriors: Three Hopes,--,
The Saboteur,11 Hours,11.0
Midnight Magic,15 Mins,0.25
Attack on Titan,10.5 Hours,10.5
Attack on Titan 2,17 Hours,17.0
Attack on Titan 2: Final Battle,11.5 Hours,11.5
Attack on Titan: Humanity in Chains,2 Hours,2.0
The Mummy Returns,3.5 Hours,3.5
Shrek SuperSlam,57 Mins,0.95
Super Monkey Ball 3D,2 Hours,2.0
Fantastic Four,6 Hours,6.0
Fantastic 4 In A Row 2,36 Mins,0.6
Fantastic 4: Flame On,4 Hours,4.0
Steel Diver,4.5 Hours,4.5
Steel Diver: Sub Wars,5.5 Hours,5.5
Gauntlet,--,
Gauntlet Dark Legacy,12.5 Hours,12.5
Sekiro: Shadows Die Twice - Gauntlets of Strength,--,
Gauntlet: Seven Sorrows,7 Hours,7.0
Survivor Squad: Gauntlets,--,
Gauntlet of IRE,--,
Hyper Gauntlet,--,
Gauntlet IV,7 Hours,7.0
Marvel Super Hero Squad: The Infinity Gauntlet,4 Hours,4.0
Gauntlet II,4.5 Hours,4.5
Gear Gauntlet,--,
Shiny Gauntlet,--,
Gauntlet III: The Final Quest,--,
Gauntlet: The Third Encounter,--,
Garrison Gauntlet,--,
Mage Gauntlet,6 Hours,6.0
Trials of the Gauntlet,42 Mins,0.7
Raiders of the Lost Ark,--,
Schrödinger’s Cat And The Raiders Of The Lost Quark,8 Hours,8.0
The Matrix: Path of Neo,9 Hours,9.0
Die Hard Trilogy 2: Viva Las Vegas,--,
Madagascar: Operation Penguin,2.5 Hours,2.5
A Way Out,6 Hours,6.0
WayOut 2: Hex,1.5 Hours,1.5
WayOut,--,
Anne Hathaway: Erotic Mouthscape,3 Mins,0.05
Dumb Chicken 2: One Way Out,--,
Way Out,--,
No Way Out,--,
Friday the 13th: The Game,5 Hours,5.0
Double Dragon,1 Hours,1.0
Double Dragon (Neo-Geo),1.5 Hours,1.5
Double Dragon Neon,3.5 Hours,3.5
Double Dragon II: The Revenge,1 Hours,1.0
Battletoads & Double Dragon,1.5 Hours,1.5
Double Dragon IV,40 Mins,0.6666666666666666
Double Dragon Advance,2 Hours,2.0
Double Dragon III,1.5 Hours,1.5
Super Double Dragon,1.5 Hours,1.5
Double Dragon II (Game Boy),1.5 Hours,1.5
Double Dragon V: The Shadow Falls,44 Mins,0.7333333333333333
Dynasty Warriors: Gundam Reborn,14.5 Hours,14.5
Rise of Nightmares,7.5 Hours,7.5
FlingSmash,4 Hours,4.0
Deadpool,7.5 Hours,7.5
Hamsterz Life,--,
Spider-Man: Friend or Foe,8 Hours,8.0
Circus Atari,5 Mins,0.08333333333333333
Rygar: The Legendary Adventure,5.5 Hours,5.5
Brothers in Arms: Earned in Blood,7 Hours,7.0
Gremlins,23 Mins,0.38333333333333336
"Gremlins, Inc.",34 Mins,0.5666666666666667
Gremlins 2: The New Batch (NES/GB),1.5 Hours,1.5
Gremlins vs Automatons,22 Mins,0.36666666666666664
Gremlins: Stripe vs. Gizmo,1 Hours,1.0
Gremlins 2: The New Batch (Amiga),--,
Gremlins: The Adventure,--,
Gremlins: Unleashed,--,
The Mark of Kri,7 Hours,7.0
Rugrats: Castle Capers,1.5 Hours,1.5
Scooby-Doo! and the Spooky Swamp,4 Hours,4.0
The Powerpuff Girls: Relish Rampage,2.5 Hours,2.5
Ghostbusters,1 Hours,1.0
Ghostbusters (Gen/MD),3.5 Hours,3.5
Ghostbusters: Sanctum of Slime,3.5 Hours,3.5
Ghostbusters II,2 Hours,2.0
New Ghostbusters II,44 Mins,0.7333333333333333
The Real Ghostbusters,28 Mins,0.4666666666666667
